Candidate,CAND_ID,District,Party,State,Emily Endorsed?,Partisan Lean,TTL_RECEIPTS,TRANS_FROM_AUTH,CAND_CONTRIB,TTL_INDIV_CONTRIB,OTHER_POL_CMTE_CONTRIB,Primary %,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,Race Type,CAND_ICI,Num_Unique_Contributions
Samuel Fiocchi,H8NJ02240,U.S. House New Jersey District 2,R,NJ,-1.0,-3.96,68129.02,0.0,4133.45,11995.57,2000.0,23.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,11
Josh Welle,H8NJ04188,U.S. House New Jersey District 4,D,NJ,0.0,-16.01,1856255.36,77914.19,17320.94,1678470.23,82550.0,57.200001,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,487
John McCann,H8NJ05136,U.S. House New Jersey District 5,R,NJ,-1.0,-5.7979999466666685,937707.84,0.0,500.0,380419.51,19467.89,53.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,Regular,C,104
Peter Jacob,H6NJ07151,U.S. House New Jersey District 7,D,NJ,0.0,-3.26,141436.23,0.0,0.0,125333.56,250.0,19.1,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,135
Goutam Jois,H8NJ07215,U.S. House New Jersey District 7,D,NJ,0.0,-3.26,421834.08,0.0,2987.74,281346.34,7500.0,14.1,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,181
Tom Malinowski,H8NJ07223,U.S. House New Jersey District 7,D,NJ,0.0,-3.26,6306928.1,777593.45,0.0,5119597.43,402139.15,66.800003,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1065
Tamara Harris,H8NJ11175,U.S. House New Jersey District 11,D,NJ,-1.0,-4.6599998,1011027.85,0.0,457130.0,296069.18,15000.0,14.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,230
Mitchell Cobert,H8NJ11191,U.S. House New Jersey District 11,D,NJ,-1.0,-4.6599998,132391.7,0.0,1688.33,80448.56,25.0,1.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,108
Martin Hewitt,H8NJ11159,U.S. House New Jersey District 11,R,NJ,-1.0,-4.6599998,18887.99,0.0,2364.98,16498.01,0.0,3.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,19
Jay Webber,H8NJ11217,U.S. House New Jersey District 11,R,NJ,-1.0,-4.6599998,1669131.56,119407.24,0.0,1345173.04,202549.7,40.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,371
Patrick Allocco,H8NJ11225,U.S. House New Jersey District 11,R,NJ,-1.0,-4.6599998,15500.0,0.0,0.0,9900.0,0.0,4.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,14
Antony Ghee,H8NJ11233,U.S. House New Jersey District 11,R,NJ,-1.0,-4.6599998,110605.19,0.0,347.15,92508.04,15050.0,21.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,71
Peter de Neufville,H8NJ11241,U.S. House New Jersey District 11,R,NJ,-1.0,-4.6599998,1316801.72,0.0,0.0,53100.0,1000.0,30.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,34
Antoinette Sedillo Lopez,H8NM01323,U.S. House New Mexico District 1,D,NM,-1.0,13.77,1067042.16,9000.0,21971.61,786251.93,29081.88,20.610001,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,1342
Debra Haaland,H8NM01331,U.S. House New Mexico District 1,D,NM,1.0,13.77,2207240.87,42840.82,3005.0,1807715.75,351515.27,40.59,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,817
Damian Lara,H8NM01364,U.S. House New Mexico District 1,D,NM,-1.0,13.77,477889.7,0.0,12135.88,132458.03,0.0,3.29,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,131
Damon Martinez,H8NM01380,U.S. House New Mexico District 1,D,NM,-1.0,13.77,757679.56,0.0,4087.59,548360.24,13600.0,25.809998999999998,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,507
Patrick Davis,H8NM01406,U.S. House New Mexico District 1,D,NM,-1.0,13.77,393987.79,0.0,0.0,380687.59,3300.2,3.8,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,431
Paul Moya,H8NM01430,U.S. House New Mexico District 1,D,NM,-1.0,13.77,212632.86,0.0,25252.21,77380.26,0.0,5.8899999,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,59
Janice Arnold-Jones,H8NM01372,U.S. House New Mexico District 1,R,NM,-1.0,13.77,319022.65,0.0,3596.6,294729.43,20000.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,99
Madeline Hildebrandt,H8NM02115,U.S. House New Mexico District 2,D,NM,-1.0,-11.88,226273.51,0.0,0.0,221050.51,0.0,27.379998999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,208
Xochitl Torres Small,H8NM02248,U.S. House New Mexico District 2,D,NM,1.0,-11.88,4810435.04,292093.42,0.0,3862936.05,646348.48,72.620003,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,542
Monty Newman,H8NM02073,U.S. House New Mexico District 2,R,NM,-1.0,-11.88,886783.38,0.0,25094.5,689488.88,32200.0,32.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,Regular,O,374
Gavin Clarkson,H8NM02222,U.S. House New Mexico District 2,R,NM,-1.0,-11.88,182336.0,0.0,0.0,168186.0,4050.0,12.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,Regular,O,99
Clayburn Griffin,H8NM02230,U.S. House New Mexico District 2,R,NM,-1.0,-11.88,11684.73,0.0,4695.05,3627.25,0.0,6.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,Regular,O,3
Patrick Fogarty,H8NV02111,U.S. House Nevada District 2,D,NV,0.0,-13.78,169040.0,0.0,10000.0,7040.0,0.0,23.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,6
Michael Weiss,H8NV03168,U.S. House Nevada District 3,D,NV,-1.0,-3.0799999,10070.75,0.0,2000.0,8050.75,0.0,8.1800003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,6
Scott Hammond,H8NV03119,U.S. House Nevada District 3,R,NV,-1.0,-3.0799999,290689.03,0.0,0.0,244354.36,44050.0,16.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,219
David McKeon,H8NV03150,U.S. House Nevada District 3,R,NV,-1.0,-3.0799999,77680.3,0.0,0.0,63680.3,8000.0,4.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,47
Michelle Mortensen,H8NV03218,U.S. House Nevada District 3,R,NV,-1.0,-3.0799999,138283.18,0.0,0.0,135278.18,3000.0,24.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,76
Patrick Carter,H8NV03259,U.S. House Nevada District 3,R,NV,-1.0,-3.0799999,9538.83,0.0,1000.0,3337.97,0.0,2.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,5
Amy Vilela,H8NV04018,U.S. House Nevada District 4,D,NV,0.0,3.8199998999999996,198206.51,0.0,0.0,169346.04,0.0,9.1999998,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,116
John Anzalone,H8NV04034,U.S. House Nevada District 4,D,NV,0.0,3.8199998999999996,91250.5,0.0,0.0,62010.5,0.0,5.8000002,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,59
Patricia Spearman,H8NV04042,U.S. House Nevada District 4,D,NV,0.0,3.8199998999999996,183092.07,0.0,200.0,139467.93,43324.14,15.24,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,100
Allison Stephens,H8NV04117,U.S. House Nevada District 4,D,NV,0.0,3.8199998999999996,50031.42,0.0,12929.88,37101.54,0.0,6.02,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,35
Kenneth Wegner,H8NV04075,U.S. House Nevada District 4,R,NV,-1.0,3.8199998999999996,6777.83,0.0,3000.0,3505.83,0.0,11.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,Regular,O,5
David Gibbs,H8NV04083,U.S. House Nevada District 4,R,NV,-1.0,3.8199998999999996,30330.0,0.0,0.0,10330.0,0.0,18.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,Regular,O,10
Vivian Viloria-Fisher,H2NY01042,U.S. House New York District 1,D,NY,0.0,-11.63,281511.39,0.0,10891.3,94795.07,1500.0,16.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,91
Perry Gershon,H8NY01155,U.S. House New York District 1,D,NY,0.0,-11.63,5075781.84,290487.85,580996.63,2598950.66,171942.62,35.450001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,539
David Pechefsky,H8NY01163,U.S. House New York District 1,D,NY,0.0,-11.63,303457.9,0.0,14000.0,185666.68,3250.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,192
Elaine DiMasi,H8NY01189,U.S. House New York District 1,D,NY,0.0,-11.63,104203.6,0.0,4.0,83929.11,0.0,5.920000099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,91
Kate Browning,H8NY01197,U.S. House New York District 1,D,NY,0.0,-11.63,580578.79,54370.66,0.0,451902.01,73546.29,30.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,501
Liuba Grechen Shirley,H8NY02104,U.S. House New York District 2,D,NY,1.0,-8.2600002,1979326.23,25883.34,0.0,1830885.78,120199.76,57.98,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,484
Dan DeBono,H8NY03151,U.S. House New York District 3,R,NY,-1.0,-7.063157955263158,454278.18,0.0,32000.0,411760.79,9500.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,120
Lutchi Gayot,H8NY09174,U.S. House New York District 9,R,NY,-1.0,-7.063157955263158,3875.0,0.0,0.0,475.0,0.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,1
Naomi Levin,H8NY10099,U.S. House New York District 10,R,NY,-1.0,-7.063157955263158,82474.0,0.0,860.0,80614.0,1000.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,15
Zach Emig,H8NY11071,U.S. House New York District 11,D,NY,0.0,-8.8100004,49985.9,0.0,29095.01,6890.89,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,8
Michael DeVito Jr.,H8NY11089,U.S. House New York District 11,D,NY,0.0,-8.8100004,47679.77,0.0,0.0,47679.77,0.0,18.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,30
Omar Vaid,H8NY11105,U.S. House New York District 11,D,NY,0.0,-8.8100004,213183.75,0.0,0.0,100402.07,1250.0,8.430000300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,70
Max Rose,H8NY11113,U.S. House New York District 11,D,NY,0.0,-8.8100004,4679140.33,594703.52,537.6,3754933.27,303844.72,62.650002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1275
Radhakrishna Mohan,H8NY11139,U.S. House New York District 11,D,NY,0.0,-8.8100004,118663.12,0.0,0.0,35268.12,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,35
Eliot Rabin,H8NY12145,U.S. House New York District 12,R,NY,-1.0,-7.063157955263158,35701.57,0.0,24358.36,10312.86,0.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,2
Jineea Butler,H8NY13150,U.S. House New York District 13,R,NY,-1.0,-7.063157955263158,5927.73,0.0,5927.73,0.0,0.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,1
Brian Flynn,H8NY19173,U.S. House New York District 19,D,NY,-1.0,-6.079999900000001,1757503.37,0.0,35400.0,808752.74,5000.0,13.18,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,517
Antonio Delgado,H8NY19181,U.S. House New York District 19,D,NY,-1.0,-6.079999900000001,9244751.44,617554.01,0.0,8143823.14,466936.19,21.99,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1978
Gareth Rhodes,H8NY19199,U.S. House New York District 19,D,NY,-1.0,-6.079999900000001,912351.92,0.0,610.62,889289.36,15098.21,17.85,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,691
Jeff Beals,H8NY19215,U.S. House New York District 19,D,NY,-1.0,-6.079999900000001,379263.93,0.0,0.0,312886.96,329.82,13.18,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,303
David Clegg,H8NY19231,U.S. House New York District 19,D,NY,-1.0,-6.079999900000001,793292.76,0.0,35912.26,249265.5,115.0,11.08,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,226
Erin Collier,H8NY19256,U.S. House New York District 19,D,NY,1.0,-6.079999900000001,211153.96,0.0,1402.37,198830.05,10750.0,4.8600001,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,215
Patrick Nelson,H2NY21115,U.S. House New York District 21,D,NY,0.0,-11.43,72216.49,0.0,518.8,68032.93,329.76,9.119999900000002,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,72
Tedra Cobb,H8NY21245,U.S. House New York District 21,D,NY,0.0,-11.43,1547983.57,7788.61,3990.37,1434272.76,98247.33,56.009997999999996,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,407
Katie Wilson,H8NY21252,U.S. House New York District 21,D,NY,0.0,-11.43,265858.31,0.0,193.66,265607.65,50.0,11.68,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,275
Emily Martz,H8NY21260,U.S. House New York District 21,D,NY,0.0,-11.43,250823.86,0.0,13280.63,224133.87,250.0,10.37,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,266
Dylan Ratigan,H8NY21344,U.S. House New York District 21,D,NY,0.0,-11.43,198480.76,0.0,158.53,189783.66,7800.0,11.91,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,84
Anthony Brindisi,H8NY22151,U.S. House New York District 22,D,NY,0.0,-14.26,4641923.14,297023.91,0.0,3556650.4,777632.35,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1208
Ian Golden,H8NY23167,U.S. House New York District 23,D,NY,0.0,-13.93,120649.3,0.0,3702.47,115525.3,252.39,13.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,98
Max Della Pia,H8NY23175,U.S. House New York District 23,D,NY,0.0,-13.93,191000.8,0.0,50.0,159529.14,125.0,32.400002,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,210
Tracy Mitrano,H8NY23183,U.S. House New York District 23,D,NY,0.0,-13.93,1775877.64,884.88,0.0,1718482.88,43105.04,32.299999,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,183
Linda Andrei,H8NY23225,U.S. House New York District 23,D,NY,0.0,-13.93,283984.38,0.0,10.0,112829.96,1100.0,15.33,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,109
Dana Balter,H8NY24090,U.S. House New York District 24,D,NY,-1.0,4.139999899999999,2735634.41,170757.11,0.0,2347956.38,213920.92,62.380001,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,374
Juanita Perez Williams,H8NY24132,U.S. House New York District 24,D,NY,1.0,4.139999899999999,181806.44,10800.0,2014.2,71161.73,65000.0,37.23,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,99
Joseph Morelle,H8NY25105,U.S. House New York District 25,D,NY,0.0,14.62,1896368.05,3750.54,0.0,1022471.98,863575.0,45.290001000000004,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,384
Robin Wilt,H8NY25113,U.S. House New York District 25,D,NY,0.0,14.62,76689.84,0.0,33990.38,32699.46,0.0,17.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,20
Rachel Barnhart,H8NY25121,U.S. House New York District 25,D,NY,0.0,14.62,34613.05,101.57,5.0,33506.48,1000.0,19.77,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,33
